
24.46,66.6,4000
19.47,13.9,1470.59
21.31,13.85,1538.46
90,-11.38,3448.28
20.82,13.41,1515.15
21.68,10.5,1428.57
21.72,13.15,1538.46
21.72,13.15,1538.46
22.86,12.73,1515.15
24.04,12.86,1587.3
23.92,12.66,1562.5
24.17,12.34,1612.9
24.74,13.28,1639.34
23.92,12.19,1562.5
23.67,11.59,1515.15
25.9,11.61,1612.9
24.47,12.14,1587.3
24.89,11.43,1587.3
27.29,11.95,1694.92
27.11,10.5,1666.67
25.59,10.55,1562.5
28,10.75,1666.67
27.37,11.31,1639.34
28.89,11,1666.67
29.31,11.38,1724.14
28.89,10.5,1666.67
28.89,10.25,1666.67
28.25,10.08,1639.34
31.65,11.25,1785.71
31.4,10.53,1754.39
32.6,10.71,1785.71
32.88,10.91,1818.18
34.15,11.11,1851.85
32.06,10.6,1724.14
33.54,10.45,1785.71
29.47,1.54,1282.05
33.84,9.82,1818.18
36.3,11.25,1923.08
34.63,11.11,1851.85
30.99,5.29,1470.59
31.66,1.22,1351.35
37.31,10.1,1923.08
37.93,9.91,1886.79
38.82,9.52,1923.08
33.06,1.27,1408.45
33.06,1.48,1408.45
1.88,7.34,543.48
64.07,38.86,4545.45
2.06,7.34,549.45
9.06,23.73,1492.54
35.68,20.31,2083.33
70.98,103.85,7692.31
-3.85,18.1,826.45
-4.15,18.53,840.34
-1.58,20.88,1030.93
69.77,90,7142.86
72.44,98.08,7692.31
37.16,20.11,2127.66
37.57,20.22,2173.91
-3.76,18,833.33
37.16,20.11,2127.66
52.15,45.6,4000
24.51,56.25,3571.43
125.11,2.81,6250
150,189,20000
65.11,79.69,6250
66.38,78.75,6250
9.91,33.9,2000
-3.68,18.03,840.34
66.38,77.81,6250
-3.59,18.05,847.46
-3.59,18.31,847.46
42.56,0,1754.39
-3.73,18.59,854.7
-3.64,18.75,862.07
3.57,4.95,515.46
2.79,6.55,552.49
103.17,54.23,7692.31
2.79,6.46,552.49
2.76,6.56,546.45
2.76,6.56,546.45
-3.44,17.9,840.34
-3.59,18.31,847.46
-3.49,18.46,854.7
-3.35,18.18,847.46
56.95,54.55,4545.45
51.98,4.88,2325.58
111.51,-0.79,5263.16
36.06,20.74,2127.66
50.15,45.58,3846.15
36.06,21.38,2127.66
48.26,43.89,3703.7
49.25,45.58,3846.15
-2.64,-17.27,369
-2.64,-17.27,369
-2.59,-17.33,370.37
-8.42,-17.99,497.51
-8.48,-17.81,492.61
-8.35,-18.32,502.51
-8.75,-17.12,471.7
-8.09,-19.01,523.56
-8.42,-17.99,497.51
49.13,42.78,3703.7
47.32,41.25,3571.43
46.44,39.31,3448.28
56.84,1.88,2500
58.39,1.92,2564.1
58.39,1.92,2564.1
38.32,23.02,2325.58
47.26,38.28,3448.28
93.33,-4.38,4166.67
59.03,1.15,2564.1
61.69,0,2702.7
60.66,0,2631.58
60.66,0.79,2631.58
61.69,0,2702.7
-2.59,-17.56,370.37
57.33,-2.44,2325.58
0.33,-15.36,1190.48
-8.31,-18.12,495.05
-8.31,-18.12,495.05
-8.31,-18.12,495.05
-8.31,-18.12,495.05
67.23,-1.32,2941.18
60.63,-3.38,2500
66.71,-2.14,2857.14
-2.53,-17.6,369
63.71,-2.84,2702.7
62.26,-3.85,2564.1
-2.27,-17.44,361.01
-2.84,-16.96,353.36
-2.72,-16.89,350.88
-12.52,-22.63,584.8
75.95,-5.16,3125
62.9,-4.62,2564.1
75.95,-5.16,3125
67.41,-4.29,2857.14
70.74,-5,3030.3
71.48,-4.55,3030.3
76.71,-5.63,3125
74.44,-5,3030.3
78.31,-5.32,3225.81
-1.18,-16.23,546.45
-2.07,-17.97,373.13
15.32,-15.54,900.9
-2.33,-17.5,362.32
-2.27,-17.38,361.01
-2.27,-17.38,361.01
-2.45,-17.57,364.96
-1.95,-17.83,370.37
1.81,-16.37,480.77
76.71,-5.16,3125
70.24,-4.71,2857.14
